name,is_folder,parent_path,full_path,absolute_path,size_bytes,created,modified,modified_epoch,created_epoch,days_since_modified
LSCNS_2018_Consolidated.pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2018_Consolidated.pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2018_Consolidated.pdf,1063248,2025-08-18T13:28:27.027018,2023-08-08T11:03:35,1691507015.0,1755538107.027018,751
LSCNS_2018_Separate.pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2018_Separate.pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2018_Separate.pdf,1151531,2025-08-18T13:28:27.046441,2023-08-08T11:03:36,1691507016.0,1755538107.0464413,751
LSCNS_2019_Consolidated.pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2019_Consolidated.pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2019_Consolidated.pdf,1662439,2025-08-18T13:28:27.054445,2023-08-08T11:03:37,1691507017.0,1755538107.054445,751
LSCNS_2019_Separate.pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2019_Separate.pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2019_Separate.pdf,1837145,2025-08-18T13:28:27.075167,2023-08-08T11:03:42,1691507022.0,1755538107.075167,751
LSCNS_2020_Consolidated.pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2020_Consolidated.pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCNS_FINANCIAL STATEMENT\LSCNS_2020_Consolidated.pdf,4332114,2025-08-18T13:28:27.106888,2023-08-08T11:03:50,1691507030.0,1755538107.1068876,751
Audit Report_2019.pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2019.pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2019.pdf,875391,2025-08-18T13:28:26.998910,2023-08-08T13:54:29,1691517269.0,1755538106.9989102,751
Audit Report_2020.pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2020.pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2020.pdf,248165,2025-08-18T13:28:26.991906,2023-08-08T13:54:29,1691517269.0,1755538106.9919064,751
Audit Report_2021(Consolidated).pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2021(Consolidated).pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2021(Consolidated).pdf,275909,2025-08-18T13:28:27.004916,2023-08-08T13:54:29,1691517269.0,1755538107.0049162,751
Audit Report_2018.pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2018.pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2018.pdf,435027,2025-08-18T13:28:26.984334,2023-08-08T13:54:30,1691517270.0,1755538106.984334,751
Audit Report_2022(Consolidated).pdf,False,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT,03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2022(Consolidated).pdf,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\03. Company Information\8. Audit Report Separated & Cosolidated\LSCUS_FINANCIAL STATEMENT\Audit Report_2022(Consolidated).pdf,266740,2025-08-18T13:28:27.019002,2023-08-08T13:54:30,1691517270.0,1755538107.019002,751
E-Series FEEDER 3WGE 1STACK.0001.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE\E-Series FEEDER 3WGE 1STACK.0001.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE\E-Series FEEDER 3WGE 1STACK.0001.rfa,954368,2025-08-18T13:28:24.324223,2023-08-30T20:53:00,1693443180.0,1755538104.324223,728
E-Series FEEDER 3WGE 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE\E-Series FEEDER 3WGE 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE\E-Series FEEDER 3WGE 2STACK.rfa,1323008,2025-08-18T13:28:24.328225,2023-08-30T20:53:00,1693443180.0,1755538104.3282247,728
E-Series FEEDER 3WGE 3STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE\E-Series FEEDER 3WGE 3STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WGE\E-Series FEEDER 3WGE 3STACK.rfa,937984,2025-08-18T13:28:24.332735,2023-08-30T20:53:00,1693443180.0,1755538104.3327353,728
E-Series FEEDER 3WHE 1STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE\E-Series FEEDER 3WHE 1STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE\E-Series FEEDER 3WHE 1STACK.rfa,942080,2025-08-18T13:28:24.315768,2023-08-30T20:53:00,1693443180.0,1755538104.3157675,728
E-Series FEEDER 3WHE 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE\E-Series FEEDER 3WHE 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE\E-Series FEEDER 3WHE 2STACK.rfa,929792,2025-08-18T13:28:24.319179,2023-08-30T20:53:00,1693443180.0,1755538104.319179,728
E-Series FEEDER 3WHE 3STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE\E-Series FEEDER 3WHE 3STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\3WHE\E-Series FEEDER 3WHE 3STACK.rfa,925696,2025-08-18T13:28:24.311254,2023-08-30T20:53:00,1693443180.0,1755538104.3112543,728
E-Series FEEDER 4WFE 1STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE\E-Series FEEDER 4WFE 1STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE\E-Series FEEDER 4WFE 1STACK.rfa,954368,2025-08-18T13:28:24.342746,2023-08-30T20:53:00,1693443180.0,1755538104.3427465,728
E-Series FEEDER 4WFE 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE\E-Series FEEDER 4WFE 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE\E-Series FEEDER 4WFE 2STACK.rfa,937984,2025-08-18T13:28:24.336747,2023-08-30T20:53:00,1693443180.0,1755538104.3367472,728
E-Series FEEDER 4WFE 3STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE\E-Series FEEDER 4WFE 3STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFE\E-Series FEEDER 4WFE 3STACK.rfa,933888,2025-08-18T13:28:24.345748,2023-08-30T20:53:00,1693443180.0,1755538104.3457477,728
E-Series FEEDER 4WFEDN 1STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN\E-Series FEEDER 4WFEDN 1STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN\E-Series FEEDER 4WFEDN 1STACK.rfa,2330624,2025-08-18T13:28:24.298243,2023-08-30T20:53:00,1693443180.0,1755538104.2982433,728
E-Series FEEDER 4WFEDN 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN\E-Series FEEDER 4WFEDN 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN\E-Series FEEDER 4WFEDN 2STACK.rfa,2289664,2025-08-18T13:28:24.307253,2023-08-30T20:53:00,1693443180.0,1755538104.3072531,728
E-Series FEEDER 4WFEDN 3STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN\E-Series FEEDER 4WFEDN 3STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WFEDN\E-Series FEEDER 4WFEDN 3STACK.rfa,1863680,2025-08-18T13:28:24.303256,2023-08-30T20:53:00,1693443180.0,1755538104.3032558,728
E-Series FEEDER 4WGE 1STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE\E-Series FEEDER 4WGE 1STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE\E-Series FEEDER 4WGE 1STACK.rfa,1617920,2025-08-18T13:28:24.293247,2023-08-30T20:53:00,1693443180.0,1755538104.293247,728
E-Series FEEDER 4WGE 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE\E-Series FEEDER 4WGE 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE\E-Series FEEDER 4WGE 2STACK.rfa,1572864,2025-08-18T13:28:24.284677,2023-08-30T20:53:00,1693443180.0,1755538104.2846766,728
E-Series FEEDER 4WGE 3STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE\E-Series FEEDER 4WGE 3STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WGE\E-Series FEEDER 4WGE 3STACK.rfa,1249280,2025-08-18T13:28:24.289245,2023-08-30T20:53:00,1693443180.0,1755538104.2892451,728
E-Series FEEDER 4WHE 1STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE\E-Series FEEDER 4WHE 1STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE\E-Series FEEDER 4WHE 1STACK.rfa,958464,2025-08-18T13:28:24.280677,2023-08-30T20:53:00,1693443180.0,1755538104.280677,728
E-Series FEEDER 4WHE 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE\E-Series FEEDER 4WHE 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE\E-Series FEEDER 4WHE 2STACK.rfa,942080,2025-08-18T13:28:24.272217,2023-08-30T20:53:00,1693443180.0,1755538104.272217,728
E-Series FEEDER 4WHE 3STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE\E-Series FEEDER 4WHE 3STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\01 FEEDER\4WHE\E-Series FEEDER 4WHE 3STACK.rfa,942080,2025-08-18T13:28:24.276306,2023-08-30T20:53:00,1693443180.0,1755538104.276306,728
E-Series PH 2 FEEDER 3WGE 1STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 2 FEEDER 3WGE 1STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 2 FEEDER 3WGE 1STACK.rfa,6668288,2025-08-18T13:28:24.181572,2023-08-30T20:53:00,1693443180.0,1755538104.181572,728
E-Series PH 2 FEEDER 3WGE 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 2 FEEDER 3WGE 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 2 FEEDER 3WGE 2STACK.rfa,6664192,2025-08-18T13:28:24.128771,2023-08-30T20:53:00,1693443180.0,1755538104.128771,728
E-Series PH 2 FEEDER 3WGE 3STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 2 FEEDER 3WGE 3STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 2 FEEDER 3WGE 3STACK.rfa,6651904,2025-08-18T13:28:24.178570,2023-08-30T20:53:00,1693443180.0,1755538104.1785703,728
E-Series PH 3 FEEDER 3WGE 1STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 3 FEEDER 3WGE 1STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 3 FEEDER 3WGE 1STACK.rfa,6668288,2025-08-18T13:28:24.175052,2023-08-30T20:53:00,1693443180.0,1755538104.1750517,728
E-Series PH 3 FEEDER 3WGE 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 3 FEEDER 3WGE 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 3 FEEDER 3WGE 2STACK.rfa,6664192,2025-08-18T13:28:24.172041,2023-08-30T20:53:00,1693443180.0,1755538104.172041,728
E-Series PH 3 FEEDER 3WGE 3STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 3 FEEDER 3WGE 3STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 3 FEEDER 3WGE 3STACK.rfa,6660096,2025-08-18T13:28:24.125771,2023-08-30T20:53:00,1693443180.0,1755538104.1257706,728
E-Series PH 4 FEEDER 3WGE 1STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 4 FEEDER 3WGE 1STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 4 FEEDER 3WGE 1STACK.rfa,6672384,2025-08-18T13:28:24.136941,2023-08-30T20:53:00,1693443180.0,1755538104.1369407,728
E-Series PH 4 FEEDER 3WGE 2STACK.rfa,False,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE,04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 4 FEEDER 3WGE 2STACK.rfa,C:\Users\EKim\LS Cable\LSCUS Busway Division - General\06. LS Busway Library\04. Technical Information\TYPICAL DRAWING\Ex-Way(UL)\12. REVIT FILES\22 MR WOO FAMILIES\JONGWON_WOO_Family\02 PH.FEEDER\3WGE\E-Series PH 4 FEEDER 3WGE 2STACK.rfa,6664192,2025-08-18T13:28:24.143451,2023-08-30T20:53:00,1693443180.0,1755538104.1434512,728
